firstpost_date,content
1425939678,"Tesla: Where Are The 1,400 Model S EVs That Slipped Into 2015? http://t.co/rmHTeauTtV $TSLA"
1426530655,Nice $TSLA push when I went out for  lunch ... Nearing $196.. Congrats if you are long with us  //  heading back shortly
1426742668,The stock of $TSLA is looking pretty good
1426854292,Electric Cars: Apple and Virgin are the best in switching the customers to their new products. https://t.co/8lTmcAJEiJ $AAPL $TSLA $ILHMF
1426525465,"Tesla shares revving higher after @elonmusk promises to ""end range anxiety"" for the Model S. $TSLA http://t.co/bTgwDdbF0E"
1426087021,#Battery Wars: Boston-Power Aims to Rival Tesla With Gigawatt #Lithium Battery Factories. https://t.co/vbUXeb7HZm $GOOG $TSLA $AAPL
1426601221,Trading light today watching banks &amp; $TSLA of course
1425342409,$TSLA --&gt; looks heavy but goes nowhere http://t.co/tJXoeqV2tY
1426593752,.@ElonMusk: No One At Tesla Is Selling Any Shares $TSLA http://t.co/SfGiKJMRRP
1426529917,Spokesperson of New Jersey Governor Chris Christie says bill allowing Tesla to sell cars in state will be acted on in next 45 days $TSLA
1425943842,Will Apple make an electric car...or just by Tesla? http://t.co/uJJUxk8Kek $AAPL $TSLA
1426079838,"ICYMI: Tim Cook Sidesteps Potential Apple, Tesla Tie-Up $AAPL $TSLA http://t.co/x1pB2QuLSr http://t.co/TtU6xVNj02"
1426011642,Unexpected Bullish Catalysts From Apple's Latest Event: Implications For The Stock http://t.co/FE2Mxur9ud $GOOGL $IBM $TSLA $AAPL
1426801680,Sir Richard Branson is welcomed to our Lithium Club! Richard Branson Says Virgin Working On Electric Cars https://t.co/itELcVmIX6 $TSLA
1425310860,$TSLA ugly going to 150 this year
1426781475,Musk Says He Expects Charging Stations In All Of Us Ex. Alaska Within Next 12 Months http://t.co/0ByqPyRxRc $TSLA
1426811811,I analyzed $IBB $TSLA $WYNN and much more in my video market recap from earlier: http://t.co/4mzQBE5TkS $FB $SPY
1426539436,NEW POST: Stock Market Recap 03/16/15 {Video} http://t.co/1w78P6DNmq $AMGN $GOGO $NFLX $TSLA $UA
1426625725,It may be made illegal to take the wheel once self-driving #cars have proven themselves: Musk. http://t.co/vSUMkweqXv $TSLA
1425996841,New #Audi Q8 electric SUV confirmed - first picture of #Tesla rival http://t.co/3SfBr1D1Da #EV $TSLA http://t.co/xbclhjKrSa
1425738535,What's Causing Tesla's Slump? $TSLA  http://t.co/rC8HwTeZ4Y
1426528135,"$TSLA... ""Ain't got no muthafuckin time... to party on the weeeekend"""
1426520037,$192 $TSLA alert .. looking a bit better .. this a/m high was $194.29 in #premarket and $193.43 after the open —both key whole #’s to watch
1426592691,$TSLA Crude oil crashes below $43 a barrel http://t.co/yuUpqWN5oG http://t.co/SMzLEPPAjE
1426534514,Exclusive: Kelley Blue Book Analyst On Tesla's Range Anxiety $TSLA http://t.co/pCzN0hMSGm
1425495566,Tesla Motors adding staff to storage business unit http://t.co/Iv0laFcTZo $TSLA
1425668891,$tsla---cnbc now on factory
1426516733,Did you listen to @NicoleLapin @RedDogT3 @DavidAltonClark talking $AAPL $TSLA $SLXP $NFLX #finance &amp; more? https://t.co/IY0PqznVkf
1426858769,"Atlanta is ""hugely important"" for @TeslaMotors http://t.co/u2CuQqH0Q1 #EV $TSLA"
1426846336,"Electric car company @teslamotors will make all of its vehicles able to drive on ""au... https://t.co/bQNHRj8LSs $tsla http://t.co/WMUmaEFtJL"
1426844159,Portfolio Strategy And Asset Allocation Based On Algorithms http://t.co/183UHwXWxP $TSLA $CHK
1426530860,NEW POST: Sidestepping Danger; Chess Moves  http://t.co/FBhYICvX3G $SPY $QQQ $TSLA $USO $UWTI
1426618116,Dear $TSLA: electric vehicles actually can't compete with $2 gasoline. Thanks you for your expedient reentry into Earth's atmosphere.
1425674466,RT @sanglucci: Cheers to all you Twitter herbs yellin at me for my $TSLA short. I hope your longs in $TSLA are working out real nicely
1425375183,"As #Tesla Goes, So Goes the #Economy http://t.co/ns32xxPbZr $TSLA http://t.co/j67eIqapEz"
1425372034,Subscribe $TSLA @sa_alerts
1426184453,$TSLA  approaching 3rd rail
1425605342,Robert W. Baird Analysts Give Tesla Motors a $275.00 Price Target $TSLA http://t.co/HHQh8FPHpO
1426085683,Tesla Model S Vs Snowmobile: @elonmusk Tweets Video Showing Insane Drag Race Performance $TSLA http://t.co/V1YSwHReFA http://t.co/GDYCNSPa39
1425397211,"The ""Hoovers"" (rug sweepers) are all crickets on $BABA, $GPRO, $TSLA. There willl likelybe more names listed in the months ahead."
1425485094,The case against this type of argument RT @YahooFinance: The Case Against the Case Against Tesla http://t.co/gBrPhqyrK2 $TSLA
1426513511,$TSLA good bounce candidate with ELON update tomorrow.
1426614916,"$TSLA CEO @elonmusk predicts in the future, we could see human driven vehicles outlawed because it will be too dangerous."
1426224129,3 High-Risk Stocks To Avoid Now http://t.co/Ytgao1w8uJ $BABA $CSCO $NFLX $QCOM $QQQ $SPY $SWPPX $TSLA $VTI
1426174203,Apple investors dream of Tesla tie-up. @tim_cook was coy when asked about $AAPL for $TSLA M&amp;A rumor. By @ben_rooney http://t.co/co20oFutDG
1426783721,RT @JasonShubnell: Tesla's range anxiety/accuracy call has ended. Shares down ~2% $TSLA. Here is a recap: http://t.co/5DHMVJFxN6
1426607431,Tesla $TSLA Trading Near $187.69 Support Level ( http://t.co/IbhIE31f8l )
1426275915,$TSLA little bounce past 5min back over $188.50 .. still a pretty weak day for this one
1426517869,some info on $TSLA soft launch of used Tesla 's http://t.co/umKuevTBcv thanks @roddog101101 i know you're short but I'm long here . G/L
1425338743,Will the Battery Gigafactory be Elon Musk’s Waterloo? http://t.co/xafG9DFT4b #Tesla $TSLA http://t.co/05UkQC3wgW
1426200732,"Hah ok, I'm a $tsla shareholder but a Morgan Stanley estimate of it rising to $1900 is a bit much I would think."
1426513454,Actives on open @ CBOE: $AAPL $NFLX $TSLA $TRIP $TWTR $YOKU $LVS $FB $HPQ
1425845443,"$TSLA is in downtrend. Its #1 holder, Dan Benton, not sold single share since bought in 2013. http://t.co/Xz98Ux67xT http://t.co/jjGDxc6Wn0"
1426628808,Find out what @racernic says is the biggest risk for $TSLA stock price from this morning's #PreMarket Prep:  http://t.co/zSr1evEoMG
1426781551,"Tesla update: New software makes it ""virtually impossible for a Tesla Model S to run out of range intentionally."" $TSLA"
1425387961,We are at the tipping point when mass market for electric cars will arrive with Tesla Model III and GM Bolt. http://t.co/VH3UXWp8tS $TSLA
1426260244,Deutsche Bank Fuels Tesla Decline: A Technical Look  $TSLA  http://t.co/0apBcTNs86
1426527768,Bailed half my $TSLA short position. Ugly...
1425346011,3 more reasons to worry about Tesla's stock http://t.co/MHMgnBLp5o $TSLA $GM $SCTY
1426082642,@DARKBLUETRADER your baby $TSLA got an upgrade to $400 by Stifel today
1426534411,Chinese electric car company $KNDI up 9% today on solid earnings. Interesting given the problems that $TSLA has had in China lately.
1426868847,Yest. was sitting pretty good w/ a nice $TSLA profit buffer..not surprised it faded after the event but today held well over yest. close
1426783498,"NEW POST: So Tesla Wants to Take a Drive in New Jersey, Eh?  http://t.co/yp1jNqCri7 $QQQ $SPY $TSLA $USO"
1426531212,"So @elonmusk says this. ""Some people seem to think I tweet to affect share price. This is false."" What does $TSLA stock then do? Go higher."
1426879693,$TSLA totally falling apart.
1426086926,Some stocks our guys are trading: $TSLA $SPY $MELA $QCOM $CRMD
1426520300,"Tesla $TSLA Gains on Upcoming Software Update, Georgia Vote on Dealers http://t.co/KDwd21P7KV"
1425314748,OMG $TSLA is killing my portfolio.
1425218386,Commented on StockTwits: posted this on Friday for $TSLA  http://t.co/c6ZysRBiql http://t.co/C4JcRvaTpA
1425560364,Baird Would Remain Buyers of Tesla $TSLA Into Model X Launch $$ http://t.co/OYmuVeoNFA
1426358271,"Everybody is talking #Gold with Apple iWatch, let’s talk Lithium with Apple Electric iCar: https://t.co/U3SYEIxngO $AAPL $TSLA"
1426781225,Tesla will not be talking about stock price or company financials during conference: http://t.co/OFtG5jgOnI $TSLA
1426781737,V. 7 will have auto-steering; able to drive from San Francisco to Seattle w/o touching anything $TSLA  http://t.co/u4WN6dvYbZ
1426781601,Tesla doing the trickle charge. $TSLA
1426738947,I analyzed $DWTI $JNUG $TSLA and much move in my video market recap from earlier: http://t.co/woNculBweY $DWTI $SPY
1425932834,NEW POST: Stock Market Recap 03/09/15 {Video} http://t.co/LdvFHDFysn $AAPL $BBRY $GOOGL $NFLX $TSLA
1425565783,Back at it. $NFLX $TSLA $GOOGL http://t.co/PVbPw4sG28
1426277736,@sanglucci been so tough to swing anything as of late I feel you on that $TSLA!!
1425584012,This 10K lot bidder in $TSLA has been pushing the action all day... No idea what he's up to
1425500305,I've basically bailed out of my short still holding some monthlies. $TSLA
1426886944,"Why This Analyst Has Tesla As His Top Pick Of The Year, Calls It A 'Crusade Stock' $TSLA  http://t.co/MuFsd7i1AX"
1426479523,.@uber is trialling a fleet of 25 electric vehicles in #Chicago $TSLA http://t.co/npvRejjgzi http://t.co/25LW9HfsHF
1426519134,Tesla Stock Rises as Elon Musk Hints Longer Battery Range for Model S $TSLA http://t.co/XsUXseKYpM http://t.co/M4aRJQCv9i
1425677746,Apple Could Be Building Something Much Bigger Than a Car  http://t.co/nlsiUfdqr3 via @daily_finance $AAPL $TSLA $MSFT
1425987903,One of my biggest issues with $TSLA as well.   Good piece by @qz http://t.co/ZKbPNi55Im
1426120638,#Tesla Motors : Patent Issued for Electric Vehicle Battery Lifetime Optimizati... http://t.co/YfkLorE9YE $TSLA
1426538543,I liked the $TSLA close today .. 195.70 .. if can bump into $200-$205 before Thurs would be great sign..
1426163313,#Tesla’s New Project Could Take Millions Of People Off The Grid | True Activist http://t.co/WhcFa7BQFC  $TSLA
1425558085,We are at the tipping point when mass market for electric cars will arrive with Tesla Model III and GM Bolt. http://t.co/hqcW4gU8Sh $TSLA
1425367824,"@cccix $TSLA Your tweet has been featured on Market Parse, for iPhone. http://t.co/YHInvBCk4m"
1426414758,More evidence is that ”Titan project“ is indeed The Apple Electric iCar in the making: https://t.co/ClyLb6oQHm $AAPL $TSLA $ILHMF $TRRXF
